superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,hauteurSs
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,1.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,1-100 m2,TA,TA,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,100-150 m2,0,Chauffage air pulsé,Excellent,1.5Fin,2122,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RM,0,None,Non défini,Pas d elements divers,8,BrkSide,> 5 m2,4,2,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,AllPub,0,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",58,79,< 200,8-2008,Oui,Non,Non,Non,1.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,1,1Fam,Pas de sous-sol,Aucun sous-sol,0,0,Aucun sous-sol,Aucun sous-sol,0.0,0.0,0,Non,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,Gd,TA,Plywood,Plywood,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Déductions mineures,< 20 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,Avant 1950,75-100 m2,0,Chauffage air pulsé,Bon,1Story,2123,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,30,RM,0,None,Non défini,Pas d elements divers,6,BrkSide,< 5 m2,3,3,Pavée partiellement,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,0,AllPub,0,1925-1950,1995-2000,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",13,63,< 200,6-2008,Oui,Non,Non,Non,1.0,Pas de sous-sol
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Exposition minimale,< 500 m2,< 500 m2,Salle de récréation moyenne,Faible qualité,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Intimité minimale,Bon,1,Fondation Brique,1,Déductions mineures,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,150-200 m2,0,Chauffage air pulsé,Moyen/Typique,1.5Fin,2124,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RM,0,None,Non défini,Pas d elements divers,1,BrkSide,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,75-100 m2,AllPub,0,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",58,69,200-300,1-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Faible qualité,Non fini,0.0,0.0,500-1000 m2,Oui,Artery,Norm,Boîte à disjoncteurs,1-100 m2,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1960-1969,150-200 m2,0,Chauffage air pulsé,Moyen/Typique,2Story,2125,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,70,RM,0,None,Non défini,Pas d elements divers,10,OldTown,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gambrel,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,100-150 m2,AllPub,0,1900-1925,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",58,85,200-300,10-2008,Oui,Oui,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,Pave,4,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,Gd,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,60-80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,150-200 m2,0,Chauffage air pulsé,Excellent,1.5Fin,2126,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RL,0,None,Non défini,Pas d elements divers,3,BrkSide,> 5 m2,2,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,75-100 m2,AllPub,0,1900-1925,2000-2005,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",4,93,200-300,3-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,Grvl,5,2fmCon,Condition Ss Bonne,Exposition minimale,< 500 m2,0,Salle de récréation moyenne,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,101-200 m2,TA,TA,Wd Sdng,Wd Sdng,Intimité minimale,Qualité inconnue,0,Fondation Béton,1,Typique,30-40 m2,1.0,Condition garage autre,Finition inconnue,Qualité inconnue,Détaché de la maison,Pas de garage,150-200 m2,0,Chauffage air pulsé,Bon,2.5Unf,2127,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,60,RM,0,None,Remise,1000-5000,9,OldTown,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,100-150 m2,AllPub,< 10 m2,1900-1925,2010 et plus,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",25,98,200-300,9-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,20-30 m2,1.0,Condition garage autre,Non fini,Faible,Détaché de la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Excellent,1.5Fin,2128,1,Qualité cusine bonne,Lvl,Gtl,Entre 201 et 500 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RM,0,None,Non défini,Pas d elements divers,6,OldTown,> 5 m2,4,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gambrel,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,AllPub,0,1900-1925,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",58,98,200-300,6-2008,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,1,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,RRNe,Norm,Boîte à disjoncteurs,1-100 m2,Gd,Gd,Stucco,Wd Shng,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,50-75 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,2129,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,30,RM,0,None,Non défini,Pas d elements divers,7,IDOTRR,0,3,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Grvl,4,50-75 m2,AllPub,0,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",58,78,< 200,7-2008,Oui,Non,Oui,Non,1.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Salle de récréation moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à fusibles,1-100 m2,TA,TA,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1950-1959,100-150 m2,1,Chauffage air pulsé,Moyen/Typique,2Story,2130,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,70,RM,0,None,Non défini,Pas d elements divers,5,IDOTRR,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,"Echange, saisie, vente rapide",,Succession,Pas de solarium,Pave,7,50-75 m2,AllPub,0,1950-1960,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",56,56,200-300,5-2008,Oui,Non,Non,Non,1.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Bon,1,Fondation Brique,1,Déductions mineures,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,150-200 m2,0,Chauffage air pulsé,Moyen/Typique,1.5Fin,2131,1,Qualité cusine bonne,Bnk,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,> 500 m2,50,RM,0,None,Non défini,Pas d elements divers,11,IDOTRR,< 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Succession,Pas de solarium,Pave,9,100-150 m2,AllPub,0,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",50,70,300-400,11-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,1-500 m2,Pas de rallonge 3 saisons,Grvl,2,1Fam,Condition Ss à rénover,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,101-200 m2,Fa,TA,HdBoard,HdBoard,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,30-40 m2,2.0,Condition garage autre,Non fini,Faible,Détaché de la maison,1950-1959,100-150 m2,0,Chauffage air pulsé,Bon,1.5Fin,2132,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,50,RM,0,None,Non défini,Pas d elements divers,4,IDOTRR,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,0,1900-1925,1970-1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",30,93,200-300,4-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,75-100 m2,0,Chauffage air pulsé,Bon,1Story,2133,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 11 et 20 m,Reg,0 m2,30,RM,0,None,Non défini,Pas d elements divers,7,IDOTRR,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,0,1925-1950,1990-1995,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",16,83,< 200,7-2008,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,1-500 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Salle de récréation moyenne,Non fini,1.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Stucco,Stucco,Intimité minimale,Bon,1,Fondation Béton,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1980-1989,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,1.5Fin,2134,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RM,0,None,Non défini,Pas d elements divers,8,IDOTRR,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente entre membres de la famille,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,AllPub,0,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",58,83,< 200,8-2008,Oui,Non,Non,Non,3.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,1,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,< 500 m2,Oui,RRNe,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,50-75 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,2135,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,30,RM,0,None,Non défini,Pas d elements divers,8,IDOTRR,0,4,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gable,Vente entre membres de la famille,,Type Vente Autre,Pas de solarium,Pave,5,25-50 m2,AllPub,< 10 m2,1900-1925,1990-1995,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",17,96,< 200,8-2008,Oui,Non,Oui,Non,1.0,Hauteur sous-sol 1.7 - 2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Grvl,3,2fmCon,Condition Ss à rénover,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Non,Norm,Norm,Boîte à fusibles,201-300 m2,Fa,Fa,AsphShn,AsphShn,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,Pas de garage,100-150 m2,0,Chauffage air pulsé,Excellent,2Story,2136,2,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,190,RM,0,None,Non défini,Pas d elements divers,5,IDOTRR,0,2,2,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,25-50 m2,AllPub,< 10 m2,1900-1925,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",58,93,< 200,5-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Non,Feedr,Norm,Boîte à disjoncteurs,101-200 m2,TA,Gd,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,75-100 m2,0,Chauffage air pulsé,Bon,1Story,2137,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,9,Sawyer,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,"Echange, saisie, vente rapide",,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,0,1925-1950,1990-1995,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",15,61,< 200,9-2008,Oui,Oui,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Feedr,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,Wd Sdng,Intimité minimale,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,SFoyer,2138,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Entre 21 et 30 m,Reg,0 m2,85,RL,0,None,Non défini,Pas d elements divers,5,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,"Echange, saisie, vente rapide",,Vente Garantie Conventionnelle,1-100 m2,Pave,6,75-100 m2,AllPub,< 10 m2,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",45,45,< 200,5-2008,Oui,Oui,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,Plywood,Pas de clôture,Médiocre,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,SLvl,2139,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,80,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,12,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,10-20 m2,1970-1980,1970-1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",30,30,< 200,12-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,Fa,TA,HdBoard,HdBoard,Intimité minimale,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Excellent,1Story,2140,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,20,RL,0,None,Remise,< 1000,7,Sawyer,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,10-20 m2,1960-1970,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",3,41,< 200,7-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Bonne exposition,< 500 m2,0,Quartiers de vie moyenne,Non fini,0.0,1.0,0,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Bois de bonne qualité,Faible,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Autre type garage,1970-1979,75-100 m2,0,Chauffage air pulsé,Excellent,SFoyer,2141,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,CulDSac,Entre 21 et 30 m,IR1,0 m2,85,RL,< 200 m2,BrkCmn,Non défini,Pas d elements divers,5,Sawyer,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,25-50 m2,AllPub,> 20 m2,1970-1980,1970-1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",30,30,< 200,5-2008,Oui,Non,Non,Non,1.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition minimale,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,MetalSd,MetalSd,Intimité minimale,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Bon,1Story,2142,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 21 et 30 m,IR1,0 m2,20,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,3,Sawyer,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,0,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",41,41,< 200,3-2008,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
